# CB0 = 2.100000
# t /s, C /M, C /M, C /M
3639.880, 0.0001, 0.0003, -0.0001
3639.955, 0.0000, 0.0002, 0.0004
3640.030, 0.0001, -0.0000, 0.0002
3640.105, 0.0004, 0.0008, 0.0003
3640.180, 0.0001, -0.0001, -0.0002
3640.255, 0.0008, 0.0004, -0.0001
3640.330, 0.0003, 0.0007, -0.0002
3640.405, 0.0006, 0.0005, 0.0003
3640.480, 0.0000, 0.0003, 0.0003
3640.555, 0.0001, 0.0002, -0.0000
3640.630, 0.0005, 0.0001, 0.0003
3640.705, 0.0004, 0.0003, 0.0002
3640.780, 0.0001, 0.0001, -0.0000
3640.855, 0.0003, 0.0005, 0.0000
3640.930, 0.0007, 0.0000, 0.0004
3641.005, 0.0007, 0.0003, 0.0006
3641.080, -0.0000, 0.0003, -0.0001
3641.155, 0.0003, 0.0001, 0.0001
3641.230, 0.0002, 0.0001, 0.0001
3641.305, 0.0003, 0.0003, 0.0004
3641.380, 0.0004, 0.0003, 0.0005
3641.455, 0.0002, 0.0001, 0.0000
3641.530, 0.0001, 0.0000, -0.0001
3641.605, 0.0001, 0.0001, 0.0003
3641.680, 0.0002, 0.0003, 0.0003
3641.755, 0.0005, 0.0001, 0.0004
3641.830, 0.0003, 0.0002, 0.0001
3641.905, 0.0003, 0.0004, 0.0002
3641.980, 0.0002, 0.0001, 0.0001
3642.055, 0.0003, 0.0002, -0.0000
3642.130, 0.0002, -0.0001, -0.0000
3642.205, 0.0000, 0.0005, 0.0003
3642.280, 0.0003, -0.0000, 0.0003
3642.355, 0.0001, -0.0001, 0.0005
3642.430, 0.0001, 0.0004, 0.0004
3642.505, -0.0001, 0.0003, 0.0003
3642.580, 0.0005, 0.0002, 0.0004
3642.655, 0.0004, 0.0003, 0.0008
3642.730, 0.0001, 0.0002, 0.0000
3642.805, 0.0002, 0.0003, 0.0001
3642.880, -0.0002, 0.0007, 0.0003
3642.955, -0.0002, 0.0001, 0.0002
3643.030, 0.0004, 0.0002, 0.0004
3643.105, 0.0004, 0.0002, 0.0002
3643.180, 0.0003, 0.0003, -0.0002
3643.255, 0.0002, 0.0002, -0.0001
3643.330, 0.0004, 0.0003, 0.0004
3643.405, 0.0001, 0.0002, 0.0005
3643.480, -0.0001, -0.0001, 0.0001
3643.555, 0.0004, 0.0003, 0.0003
3643.630, 0.0002, 0.0005, 0.0002
3643.705, 0.0002, -0.0003, -0.0002
3643.780, 0.0001, 0.0003, -0.0001
3643.855, 0.0002, 0.0001, 0.0003
3643.930, -0.0004, 0.0004, 0.0000
3644.005, 0.0001, 0.0002, 0.0004
3644.080, -0.0000, 0.0004, 0.0006
3644.155, 0.0002, 0.0002, 0.0002
3644.230, 0.0000, 0.0009, -0.0003
3644.305, 0.0005, -0.0000, 0.0003
3644.380, 0.0001, -0.0003, 0.0001
3644.455, 0.0001, 0.0003, 0.0004
3644.530, 0.0000, 0.0001, 0.0004
3644.605, 0.0001, -0.0002, 0.0002
3644.680, 0.0005, 0.0001, 0.0003
3644.755, 0.0000, 0.0002, 0.0005
3644.830, 0.0003, 0.0001, 0.0002
3644.905, 0.0001, 0.0003, 0.0001
3644.980, 0.0001, -0.0000, 0.0001
3645.055, 0.0003, 0.0003, 0.0003
3645.130, 0.0006, -0.0001, 0.0002
3645.205, -0.0001, 0.0001, 0.0001
3645.280, 0.0003, 0.0002, 0.0001
3645.355, 0.0004, 0.0003, -0.0001
3645.430, 0.0002, 0.0001, 0.0003
3645.505, 0.0000, 0.0007, 0.0001
3645.580, 0.0001, -0.0001, 0.0001
3645.655, 0.0004, 0.0002, -0.0001
3645.730, 0.0002, 0.0005, 0.0001
3645.805, 0.0001, 0.0002, -0.0000
3645.880, 0.0003, -0.0002, 0.0003
3645.955, 0.0003, 0.0000, 0.0004
3646.030, 0.0004, 0.0005, 0.0003
3646.105, -0.0000, 0.0002, -0.0001
3646.180, 0.0004, 0.0004, 0.0002
3646.255, 0.0006, 0.0002, -0.0000
3646.330, 0.0003, -0.0001, -0.0001
3646.405, 0.0004, 0.0006, 0.0004
3646.480, 0.0004, 0.0004, 0.0000
3646.555, 0.0001, 0.0002, 0.0003
3646.630, 0.0003, 0.0000, -0.0001
3646.705, 0.0004, 0.0005, 0.0002
3646.780, 0.0000, 0.0000, -0.0002
3646.855, 0.0001, 0.0003, 0.0002
3646.930, 0.0005, -0.0001, 0.0002
3647.005, 0.0002, 0.0003, -0.0002
3647.080, 0.0000, 0.0000, 0.0000
3647.155, 0.0003, 0.0001, 0.0002
3647.230, 0.0001, -0.0000, 0.0003
3647.305, -0.0001, 0.0002, 0.0002
3647.380, 0.0001, 0.0001, 0.0004
3647.455, 0.0005, 0.0002, 0.0002
3647.530, 0.0003, 0.0004, 0.0004
3647.605, -0.0002, 0.0001, 0.0004
3647.680, 0.0003, 0.0003, 0.0000
3647.755, 0.0002, -0.0001, 0.0005
3647.830, -0.0000, 0.0002, 0.0002
3647.905, 0.0006, 0.0002, 0.0002
3647.980, 0.0001, 0.0003, 0.0002
3648.055, -0.0001, -0.0001, 0.0002
3648.130, -0.0001, 0.0003, 0.0000
3648.205, 0.0003, -0.0001, 0.0004
3648.280, 0.0001, 0.0002, -0.0003
3648.355, 0.0001, 0.0002, 0.0002
3648.430, 0.0002, 0.0003, -0.0002
3648.505, -0.0002, 0.0004, 0.0005
3648.580, 0.0004, 0.0003, 0.0000
3648.655, 0.0004, 0.0005, 0.0003
3648.730, 0.0005, -0.0000, 0.0005
3648.805, 0.0003, 0.0003, 0.0003
3648.880, 0.0001, 0.0002, -0.0003
3648.955, 0.0002, 0.0005, 0.0004
3649.030, 0.0002, -0.0001, 0.0001
3649.105, 0.0003, 0.0002, 0.0003
3649.180, 0.0003, 0.0004, 0.0002
3649.255, 0.0002, -0.0001, 0.0001
3649.330, 0.0005, 0.0002, 0.0003
3649.405, 0.0003, 0.0004, 0.0001
3649.480, 0.0005, 0.0004, 0.0002
3649.555, 0.0002, 0.0003, 0.0001
3649.630, 0.0002, 0.0000, 0.0004
3649.705, 0.0005, 0.0000, 0.0003
3649.780, 0.0003, 0.0005, 0.0002
3649.855, 0.0004, 0.0003, -0.0001
3649.930, 0.0001, 0.0009, -0.0001
3650.005, 0.0002, 0.0003, 0.0001
3650.080, 0.0000, 0.0002, 0.0005
3650.155, 0.0009, 0.0002, 0.0002
3650.230, 0.0001, 0.0004, 0.0001
3650.305, 0.0003, 0.0004, -0.0002
3650.380, -0.0001, 0.0002, 0.0000
3650.455, 0.0002, 0.0001, -0.0000
3650.530, 0.0004, -0.0000, 0.0001
3650.605, -0.0001, 0.0003, 0.0005
3650.680, 0.0003, 0.0004, 0.0000
3650.755, 0.0000, 0.0002, 0.0003
3650.830, 0.0000, 0.0004, 0.0003
3650.905, 0.0001, -0.0002, 0.0001
3650.980, -0.0000, 0.0000, 0.0004
3651.055, -0.0000, 0.0004, 0.0003
3651.130, 0.0004, 0.0004, 0.0004
3651.205, 0.0002, 0.0006, 0.0006
3651.280, -0.0004, 0.0001, 0.0003
3651.355, 0.0003, 0.0003, 0.0002
3651.430, -0.0001, 0.0000, -0.0000
3651.505, 0.0000, 0.0004, 0.0005
3651.580, 0.0001, 0.0005, 0.0003
3651.655, 0.0001, 0.0003, 0.0001
3651.730, -0.0002, 0.0002, 0.0005
3651.805, -0.0000, 0.0004, 0.0004
3651.880, 0.0001, 0.0002, 0.0003
3651.955, 0.0002, 0.0005, 0.0002
3652.030, 0.0002, -0.0001, 0.0000
3652.105, 0.0004, -0.0002, 0.0002
3652.180, 0.0001, 0.0000, 0.0004
3652.255, 0.0004, 0.0002, -0.0002
3652.330, 0.0001, -0.0001, 0.0002
3652.405, 0.0002, 0.0001, -0.0002
3652.480, -0.0001, 0.0004, 0.0002
3652.555, 0.0005, 0.0001, 0.0003
3652.630, 0.0002, 0.0001, 0.0003
3652.705, 0.0001, 0.0001, 0.0000
3652.780, 0.0002, 0.0001, 0.0004
3652.855, 0.0002, -0.0000, 0.0006
3652.930, 0.0004, 0.0002, 0.0003
3653.005, 0.0007, 0.0005, 0.0005
3653.080, 0.0001, -0.0001, 0.0001
3653.155, 0.0003, -0.0000, 0.0002
3653.230, 0.0003, 0.0005, 0.0005
3653.305, 0.0001, 0.0000, 0.0002
3653.380, -0.0002, 0.0004, -0.0000
3653.455, 0.0001, 0.0001, 0.0005
3653.530, 0.0002, 0.0000, 0.0000
3653.605, -0.0000, -0.0005, 0.0001
3653.680, 0.0003, 0.0001, 0.0001
3653.755, 0.0002, 0.0003, 0.0003
3653.830, -0.0001, 0.0003, 0.0001
3653.905, 0.0001, 0.0001, 0.0003
3653.980, 0.0001, 0.0003, 0.0003
3654.055, 0.0002, 0.0004, 0.0004
3654.130, -0.0000, 0.0004, 0.0004
3654.205, 0.0005, 0.0000, 0.0008
3654.280, -0.0002, 0.0004, 0.0003
3654.355, 0.0004, 0.0003, 0.0003
3654.430, 0.0002, 0.0003, 0.0002
3654.505, 0.0003, 0.0001, 0.0004
3654.580, 0.0006, 0.0001, -0.0000
3654.655, 0.0002, 0.0004, 0.0003
3654.730, 0.0005, -0.0000, 0.0006
3654.805, 0.0001, 0.0001, -0.0000
3654.880, 0.0001, 0.0005, 0.0003
3654.955, 0.0003, 0.0001, 0.0004
3655.030, 0.0004, 0.0002, 0.0001
3655.105, 0.0004, 0.0001, 0.0001
3655.180, 0.0001, 0.0001, 0.0005
3655.255, 0.0003, 0.0006, 0.0002
3655.330, 0.0002, 0.0000, 0.0002
3655.405, 0.0002, -0.0001, 0.0003
3655.480, 0.0002, 0.0004, 0.0000
3655.555, 0.0004, 0.0004, 0.0002
3655.630, 0.0001, 0.0004, 0.0000
3655.705, 0.0004, 0.0001, 0.0003
3655.780, -0.0000, 0.0002, -0.0001
3655.855, 0.0001, -0.0000, 0.0006
3655.930, -0.0000, 0.0004, 0.0004
3656.005, 0.0000, -0.0002, 0.0005
3656.080, 0.0002, 0.0002, 0.0005
3656.155, 0.0006, 0.0002, 0.0004
3656.230, 0.0008, 0.0002, 0.0004
3656.305, 0.0003, 0.0002, 0.0001
3656.380, 0.0002, 0.0005, -0.0002
3656.455, 0.0003, 0.0003, 0.0001
3656.530, 0.0001, -0.0000, 0.0000
3656.605, 0.0003, 0.0000, 0.0002
3656.680, 0.0002, 0.0001, 0.0000
3656.755, -0.0002, 0.0001, 0.0002
3656.830, 0.0002, -0.0001, 0.0000
3656.905, 0.0003, 0.0005, 0.0002
3656.980, 0.0003, 0.0003, -0.0000
3657.055, 0.0003, 0.0001, 0.0002
3657.130, 0.0004, 0.0005, 0.0003
3657.205, 0.0002, 0.0001, 0.0000
3657.280, 0.0004, 0.0004, 0.0003
3657.355, -0.0000, 0.0004, -0.0003
3657.430, 0.0001, -0.0001, 0.0004
3657.505, 0.0001, 0.0005, 0.0004
3657.580, -0.0001, 0.0007, 0.0000
3657.655, -0.0003, 0.0003, 0.0002
3657.730, 0.0000, 0.0003, 0.0005
3657.805, -0.0000, -0.0001, 0.0003
3657.880, 0.0003, 0.0002, 0.0000
3657.955, 0.0004, 0.0003, 0.0001
3658.030, -0.0001, 0.0003, 0.0002
3658.105, 0.0001, 0.0001, 0.0005
3658.180, -0.0001, 0.0004, 0.0003
3658.255, 0.0003, 0.0003, 0.0005
3658.330, 0.0006, -0.0002, -0.0001
3658.405, -0.0002, -0.0001, 0.0004
3658.480, 0.0003, -0.0000, 0.0003
3658.555, 0.0000, 0.0003, -0.0000
3658.630, 0.0003, 0.0003, 0.0002
3658.705, 0.0001, 0.0005, 0.0002
3658.780, 0.0003, 0.0000, 0.0004
3658.855, 0.0008, -0.0003, 0.0003
3658.930, 0.0002, 0.0000, 0.0002
3659.005, 0.0002, 0.0003, -0.0001
3659.080, 0.0001, 0.0003, 0.0002
3659.155, 0.0001, 0.0005, 0.0001
3659.230, 0.0003, -0.0001, 0.0001
3659.305, 0.0001, 0.0003, 0.0001
3659.380, -0.0001, 0.0001, 0.0003
3659.455, 0.0005, 0.0006, -0.0000
3659.530, 0.0003, 0.0005, -0.0000
3659.605, 0.0003, 0.0002, 0.0004
3659.680, 0.0003, 0.0002, 0.0001
3659.755, 0.0005, -0.0001, 0.0003
3659.830, 0.0001, 0.0005, 0.0002
3659.905, 0.0000, 0.0003, 0.0005
3659.980, 0.0003, 0.0006, 0.0003
3660.055, 0.0004, 0.0003, 0.0003
3660.130, -0.0002, 0.0003, -0.0002
3660.205, -0.0002, 0.0002, 0.0004
3660.280, 0.0002, 0.0002, 0.0002
3660.355, 0.0002, 0.0000, 0.0002
3660.430, -0.0004, 0.0003, 0.0003
3660.505, 0.0000, 0.0002, 0.0004
3660.580, 0.0003, 0.0005, 0.0004
3660.655, 0.0004, 0.0002, 0.0004
3660.730, 0.0001, 0.0002, 0.0001
3660.805, 0.0000, 0.0003, 0.0002
3660.880, 0.0003, 0.0005, 0.0001
3660.955, 0.0002, 0.0003, 0.0001
3661.030, 0.0004, 0.0005, 0.0003
3661.105, 0.0001, -0.0002, 0.0002
3661.180, 0.0003, 0.0001, 0.0000
3661.255, 0.0004, 0.0005, -0.0001
3661.330, 0.0003, 0.0002, 0.0005
3661.405, 0.0002, 0.0001, 0.0002
3661.480, 0.0002, 0.0004, 0.0001
3661.555, 0.0002, -0.0000, 0.0004
3661.630, 0.0002, 0.0003, 0.0001
3661.705, 0.0003, -0.0001, 0.0005
3661.780, 0.0004, 0.0002, 0.0004
3661.855, 0.0002, 0.0002, 0.0004
3661.930, 0.0002, 0.0008, -0.0002
3662.005, 0.0005, 0.0002, 0.0002
3662.080, 0.0002, 0.0005, 0.0002
3662.155, 0.0001, 0.0004, 0.0004
3662.230, 0.0001, 0.0003, 0.0004
3662.305, 0.0003, 0.0006, 0.0003
3662.380, 0.0002, 0.0002, -0.0000
3662.455, 0.0004, 0.0000, 0.0004
3662.530, 0.0005, 0.0003, -0.0000
3662.605, 0.0007, 0.0004, 0.0001
3662.680, 0.0003, 0.0001, 0.0002
3662.755, 0.0003, 0.0003, 0.0005
3662.830, 0.0001, 0.0004, 0.0001
3662.905, 0.0002, 0.0003, 0.0004
3662.980, 0.0006, 0.0002, 0.0002
3663.055, 0.0003, 0.0003, 0.0005
3663.130, -0.0001, 0.0003, 0.0002
3663.205, 0.0003, 0.0001, -0.0001
3663.280, 0.0006, 0.0003, 0.0002
3663.355, 0.0001, 0.0002, 0.0001
3663.430, 0.0001, 0.0003, 0.0001
3663.505, -0.0001, 0.0001, 0.0001
3663.580, 0.0000, 0.0001, -0.0001
3663.655, 0.0000, -0.0002, -0.0003
3663.730, 0.0001, -0.0003, -0.0002
3663.805, 0.0006, 0.0003, 0.0001
3663.880, 0.0002, 0.0006, 0.0006
3663.955, 0.0002, -0.0003, 0.0004
3664.030, 0.0004, 0.0002, 0.0002
3664.105, -0.0000, 0.0002, 0.0003
3664.180, 0.0001, 0.0001, 0.0001
3664.255, 0.0003, 0.0001, 0.0005
3664.330, 0.0003, 0.0002, 0.0002
3664.405, -0.0001, 0.0002, 0.0003
3664.480, 0.0000, 0.0002, 0.0000
3664.555, 0.0005, 0.0004, 0.0001
3664.630, 0.0003, 0.0003, 0.0002
3664.705, 0.0003, 0.0001, 0.0001
3664.780, -0.0000, 0.0003, 0.0004
3664.855, 0.0004, -0.0002, 0.0002
3664.930, 0.0004, -0.0001, 0.0001
3665.005, 0.0003, 0.0001, 0.0004
3665.080, 0.0002, 0.0001, 0.0003
3665.155, 0.0002, -0.0000, 0.0000
3665.230, 0.0002, 0.0002, -0.0001
3665.305, 0.0005, 0.0000, 0.0001
3665.380, 0.0003, 0.0002, 0.0002
3665.455, 0.0008, 0.0001, 0.0001
3665.530, 0.0001, 0.0002, 0.0006
3665.605, -0.0001, -0.0001, 0.0005
3665.680, 0.0005, 0.0000, -0.0000
3665.755, 0.0002, -0.0001, 0.0001
3665.830, 0.0005, 0.0003, 0.0003
3665.905, 0.0003, 0.0004, 0.0004
3665.980, 0.0003, 0.0002, 0.0002
3666.055, 0.0003, -0.0001, 0.0001
3666.130, 0.0002, 0.0002, -0.0000
3666.205, 0.0001, 0.0000, -0.0000
3666.280, -0.0000, 0.0002, 0.0004
3666.355, -0.0003, 0.0001, 0.0003
3666.430, 0.0003, 0.0002, -0.0002
3666.505, 0.0004, 0.0003, 0.0003
3666.580, 0.0003, 0.0006, 0.0001
3666.655, -0.0001, 0.0003, 0.0001
3666.730, 0.0003, -0.0000, 0.0004
3666.805, -0.0003, -0.0001, 0.0002
3666.880, 0.0002, 0.0002, 0.0003
3666.955, 0.0004, 0.0003, 0.0002
3667.030, 0.0001, 0.0000, 0.0001
3667.105, 0.0002, 0.0001, 0.0003
3667.180, -0.0001, 0.0002, 0.0003
3667.255, 0.0004, -0.0000, -0.0001
3667.330, 0.0005, 0.0003, 0.0003
3667.405, 0.0005, 0.0004, 0.0003
3667.480, 0.0002, 0.0004, 0.0000
3667.555, 0.0004, -0.0001, 0.0001
3667.630, 0.0003, 0.0004, 0.0003
3667.705, 0.0002, 0.0001, 0.0003
3667.780, 0.0004, 0.0005, 0.0003
3667.855, 0.0000, 0.0002, 0.0001
3667.930, 0.0001, 0.0001, 0.0003
3668.005, 0.0003, 0.0004, -0.0001
3668.080, 0.0006, 0.0001, 0.0001
3668.155, 0.0004, 0.0003, 0.0004
3668.230, 0.0000, 0.0001, 0.0002
3668.305, 0.0002, 0.0005, -0.0001
3668.380, 0.0006, 0.0004, -0.0001
3668.455, 0.0005, 0.0003, 0.0002
3668.530, 0.0003, 0.0004, -0.0001
3668.605, 0.0001, 0.0001, 0.0006
3668.680, 0.0001, 0.0002, 0.0002
3668.755, 0.0003, 0.0002, 0.0003
3668.830, 0.0004, 0.0004, 0.0002
3668.905, 0.0004, 0.0002, 0.0002
3668.980, 0.0004, 0.0002, 0.0001
3669.055, 0.0003, -0.0001, 0.0004
3669.130, 0.0004, 0.0001, 0.0002
3669.205, 0.0002, -0.0001, 0.0002
3669.280, 0.0003, 0.0005, 0.0002
3669.355, 0.0002, 0.0003, 0.0003
3669.430, 0.0003, 0.0000, -0.0001
3669.505, -0.0001, 0.0001, -0.0001
3669.580, 0.0002, 0.0007, 0.0002
3669.655, 0.0001, 0.0000, 0.0001
3669.730, 0.0002, 0.0004, 0.0000
3669.805, 0.0001, 0.0002, -0.0005
3669.880, 0.0002, 0.0001, 0.0003
3669.955, -0.0000, 0.0001, 0.0003
3670.030, 0.0004, 0.0002, 0.0002
3670.105, 0.0003, 0.0003, 0.0001
3670.180, 0.0001, 0.0002, 0.0004
3670.255, 0.0003, 0.0005, 0.0000
3670.330, 0.0006, 0.0000, 0.0003
3670.405, 0.0001, 0.0002, -0.0000
3670.480, 0.0004, 0.0003, 0.0002
3670.555, 0.0002, 0.0001, 0.0003
3670.630, 0.0001, 0.0002, -0.0002
3670.705, 0.0002, -0.0001, 0.0004
3670.780, 0.0003, 0.0002, 0.0002
3670.855, 0.0006, 0.0004, 0.0002
3670.930, 0.0002, -0.0000, 0.0003
3671.005, 0.0001, 0.0002, 0.0002
3671.080, 0.0002, 0.0000, 0.0002
3671.155, -0.0003, 0.0003, 0.0002
3671.230, 0.0003, 0.0003, -0.0001
3671.305, 0.0002, 0.0001, 0.0005
3671.380, 0.0000, 0.0001, 0.0000
3671.455, 0.0003, -0.0002, 0.0003
3671.530, 0.0001, -0.0002, 0.0000
3671.605, 0.0003, 0.0004, 0.0000
3671.680, -0.0002, 0.0004, 0.0001
3671.755, -0.0000, 0.0006, 0.0002
3671.830, 0.0001, 0.0002, 0.0003
3671.905, 0.0001, 0.0002, 0.0004
3671.980, 0.0004, 0.0003, -0.0001
3672.055, 0.0001, 0.0004, -0.0000
3672.130, 0.0003, 0.0003, 0.0000
3672.205, 0.0001, 0.0001, 0.0004
3672.280, 0.0001, -0.0001, 0.0003
3672.355, 0.0004, 0.0002, 0.0003
3672.430, 0.0000, 0.0007, 0.0005
3672.505, 0.0003, 0.0000, 0.0004
3672.580, 0.0004, 0.0003, -0.0001
3672.655, 0.0002, 0.0001, 0.0005
3672.730, 0.0004, 0.0003, 0.0002
3672.805, 0.0004, 0.0001, 0.0004
3672.880, 0.0002, 0.0001, -0.0001
3672.955, 0.0003, 0.0003, 0.0001
3673.030, 0.0003, 0.0000, 0.0004
3673.105, 0.0005, 0.0002, 0.0001
3673.180, 0.0001, 0.0005, 0.0002
3673.255, 0.0001, 0.0000, 0.0002
3673.330, 0.0004, -0.0001, 0.0001
3673.405, 0.0002, 0.0003, -0.0000
3673.480, -0.0000, 0.0001, -0.0002
3673.555, 0.0004, 0.0002, 0.0006
3673.630, 0.0003, 0.0002, 0.0003
3673.705, 0.0000, 0.0002, -0.0001
3673.780, 0.0003, -0.0003, 0.0001
3673.855, 0.0003, 0.0000, 0.0003
3673.930, 0.0002, 0.0003, 0.0005
3674.005, 0.0003, 0.0003, 0.0004
3674.080, 0.0004, 0.0005, 0.0002
3674.155, 0.0002, 0.0006, -0.0000
3674.230, 0.0001, 0.0001, 0.0003
3674.305, 0.0000, 0.0001, -0.0000
3674.380, 0.0001, 0.0004, -0.0001
3674.455, -0.0000, 0.0002, 0.0005
3674.530, -0.0001, 0.0000, 0.0004
3674.605, 0.0004, 0.0001, 0.0003
3674.680, 0.0004, -0.0000, 0.0004
3674.755, 0.0007, -0.0001, 0.0007
3674.830, 0.0004, 0.0002, 0.0004
3674.905, -0.0002, 0.0002, 0.0005
3674.980, 0.0001, 0.0004, 0.0002
3675.055, 0.0001, -0.0001, 0.0004
3675.130, 0.0001, 0.0003, -0.0001
3675.205, 0.0004, 0.0006, 0.0002
3675.280, 0.0002, 0.0001, 0.0002
3675.355, 0.0001, 0.0005, 0.0002
3675.430, 0.0001, 0.0003, -0.0001
3675.505, -0.0000, 0.0008, 0.0005
3675.580, 0.0005, 0.0001, 0.0001
3675.655, 0.0003, 0.0005, 0.0002
3675.730, 0.0003, 0.0002, -0.0002
3675.805, 0.0002, 0.0000, -0.0002
3675.880, 0.0004, 0.0004, 0.0001
3675.955, 0.0001, 0.0002, 0.0002
3676.030, 0.0004, -0.0000, 0.0002
3676.105, 0.0003, 0.0002, 0.0005
3676.180, 0.0001, 0.0001, 0.0000
3676.255, 0.0000, 0.0002, 0.0002
3676.330, -0.0001, 0.0003, -0.0001
3676.405, 0.0002, 0.0001, 0.0004
3676.480, 0.0001, 0.0000, 0.0002
3676.555, 0.0003, 0.0002, 0.0001
3676.630, 0.0001, 0.0002, 0.0002
3676.705, 0.0001, 0.0003, 0.0004
3676.780, 0.0003, 0.0002, 0.0000
3676.855, -0.0000, 0.0001, 0.0000
3676.930, -0.0000, 0.0002, -0.0000
3677.005, 0.0004, 0.0003, -0.0001
3677.080, 0.0003, 0.0001, 0.0004
3677.155, 0.0002, 0.0000, 0.0002
3677.230, 0.0000, 0.0003, 0.0002
3677.305, 0.0004, 0.0004, 0.0002
3677.380, 0.0001, 0.0000, 0.0002
3677.455, 0.0005, 0.0002, 0.0001
3677.530, 0.0004, 0.0003, 0.0003
3677.605, 0.0003, 0.0000, 0.0004
3677.680, 0.0002, 0.0005, 0.0004
3677.755, 0.0002, 0.0001, 0.0002
3677.830, 0.0005, 0.0002, 0.0001
3677.905, 0.0001, 0.0003, 0.0003
3677.980, 0.0000, 0.0004, 0.0004
3678.055, 0.0000, 0.0001, 0.0006
3678.130, 0.0002, 0.0004, 0.0000
3678.205, 0.0003, -0.0002, 0.0001
3678.280, 0.0002, 0.0003, 0.0003
3678.355, 0.0005, 0.0002, 0.0002
3678.430, -0.0001, 0.0001, 0.0002
3678.505, 0.0005, 0.0001, 0.0002
3678.580, 0.0001, 0.0002, 0.0006
3678.655, 0.0007, 0.0001, 0.0001
3678.730, 0.0002, 0.0001, 0.0002
3678.805, -0.0001, 0.0002, 0.0002
3678.880, 0.0002, 0.0003, 0.0005
3678.955, 0.0000, -0.0002, 0.0003
3679.030, 0.0004, 0.0001, -0.0001
3679.105, 0.0000, 0.0004, 0.0003
3679.180, 0.0001, -0.0000, -0.0001
3679.255, 0.0003, -0.0000, 0.0004
3679.330, 0.0005, 0.0002, 0.0006
3679.405, 0.0004, 0.0004, 0.0002
3679.480, 0.0005, 0.0001, -0.0002
3679.555, 0.0003, 0.0003, 0.0002
3679.630, 0.0001, 0.0001, 0.0002
3679.705, 0.0002, 0.0004, 0.0001
3679.780, -0.0000, -0.0000, -0.0000
3679.855, 0.0001, 0.0002, -0.0000
3679.930, 0.0004, 0.0005, 0.0001
3680.005, 0.0001, 0.0001, 0.0002
3680.080, 0.0003, 0.0003, 0.0003
3680.155, 0.0003, 0.0004, -0.0000
3680.230, 0.0004, 0.0004, 0.0004
3680.305, 0.0003, 0.0003, 0.0003
3680.380, 0.0005, 0.0002, 0.0001
3680.455, 0.0001, 0.0002, 0.0001
3680.530, 0.0000, 0.0003, 0.0005
3680.605, 0.0005, 0.0005, 0.0003
3680.680, 0.0002, 0.0002, 0.0003
3680.755, 0.0005, 0.0003, 0.0003
3680.830, 0.0005, 0.0002, 0.0005
3680.905, 0.0005, 0.0003, 0.0004
3680.980, -0.0002, 0.0006, 0.0005
3681.055, 0.0002, 0.0004, 0.0004
3681.130, 0.0003, 0.0003, 0.0002
3681.205, 0.0003, -0.0002, -0.0002
3681.280, 0.0002, 0.0002, 0.0002
3681.355, 0.0004, 0.0002, 0.0000
3681.430, 0.0002, 0.0001, 0.0000
3681.505, -0.0003, 0.0005, 0.0002
3681.580, 0.0006, 0.0002, 0.0001
3681.655, 0.0000, 0.0005, -0.0001
3681.730, 0.0003, 0.0001, 0.0001
3681.805, 0.0003, 0.0001, 0.0001
3681.880, 0.0004, 0.0005, 0.0001
3681.955, 0.0004, 0.0000, -0.0000
3682.030, 0.0002, 0.0002, 0.0001
3682.105, 0.0002, 0.0003, 0.0002
3682.180, 0.0004, 0.0004, 0.0001
3682.255, 0.0001, 0.0003, 0.0004
3682.330, 0.0002, 0.0001, 0.0004
3682.405, 0.0004, -0.0001, 0.0001
3682.480, -0.0000, 0.0002, 0.0001
3682.555, 0.0006, 0.0001, -0.0001
3682.630, 0.0001, 0.0004, 0.0001
3682.705, 0.0002, 0.0003, -0.0001
3682.780, 0.0003, 0.0001, 0.0001
3682.855, -0.0001, -0.0002, 0.0006
3682.930, 0.0002, 0.0001, 0.0005
3683.005, 0.0006, 0.0003, -0.0001
3683.080, 0.0002, -0.0000, 0.0001
3683.155, -0.0000, 0.0005, 0.0001
3683.230, 0.0006, -0.0003, 0.0003
3683.305, -0.0001, 0.0004, 0.0001
3683.380, 0.0005, 0.0002, -0.0001
3683.455, 0.0000, 0.0003, 0.0003
3683.530, 0.0003, 0.0001, 0.0002
3683.605, -0.0000, 0.0003, 0.0003
3683.680, 0.0002, 0.0004, 0.0004
3683.755, 0.0001, 0.0003, 0.0005
3683.830, 0.0004, 0.0005, 0.0003
3683.905, 0.0004, 0.0004, 0.0002
3683.980, 0.0001, 0.0002, 0.0001
3684.055, 0.0002, 0.0005, 0.0004
3684.130, 0.0002, 0.0003, 0.0002
3684.205, 0.0004, 0.0005, 0.0001
3684.280, 0.0003, -0.0000, 0.0003
3684.355, 0.0003, -0.0001, 0.0003
3684.430, 0.0003, 0.0004, -0.0003
3684.505, 0.0003, 0.0002, -0.0001
3684.580, 0.0002, 0.0002, 0.0003
3684.655, 0.0004, 0.0003, -0.0001
3684.730, 0.0005, 0.0003, 0.0003
3684.805, -0.0002, 0.0004, 0.0001
3684.880, 0.0004, 0.0003, 0.0002
3684.955, 0.0001, 0.0005, 0.0003
3685.030, 0.0002, -0.0000, 0.0001
3685.105, -0.0002, 0.0003, 0.0001
3685.180, 0.0003, 0.0003, 0.0001
3685.255, -0.0001, 0.0001, -0.0000
3685.330, 0.0002, 0.0002, 0.0004
